DTD,FARE_YQ_TICKET,stay_length_days,pax_total,ADULTS,TEENAGERS,CHILDREN,INFANTS,has_child_or_infant,has_teenager,is_logged_in,has_loyalty,segment_count,has_connection,travel_span_hours,HOUR_OF_THE_DAY_PL_TIME,emd_price,display_position,is_hub_caj_route,product,MARKET,LANGUAGE,FLIGHT_TYPE,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,LOGIN_STATUS,origin_area,destination_area,route_direction,origin_prefix,destination_prefix,dtd_bucket,fare_bucket,stay_bucket,first_booking_class,first_rbd,actual_sold,predicted_probability,expected_revenue
46.0,91.3174147,5.576388888888889,3,1,1,1,0,1,1,0,0,4,1,135.91666666666666,23.0,68.5245736,3,0,SPECIAL EQUIPMENT,NORTH ZENITH,LANG_02,Round-Trip,mozilla,Direct,Email,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CU,CE,31_60,high,6_8,Y,L,0,0.870244803571969,59.63315409238493
32.0,191.7100781,3.8020833333333335,4,3,1,0,0,0,1,0,0,4,1,95.0,19.0,70.2621867,2,0,SPECIAL EQUIPMENT,WEST HORIZON,LANG_02,Round-Trip,google,Direct,Paid Search,Logged-Out,AREA_B,AREA_B,AREA_B_TO_AREA_B,BA,BE,31_60,very_high,3_5,Y,V,0,0.8475209750799977,59.548676983236845
0.0,196.3562765,4.847222222222222,4,2,1,1,0,1,1,0,0,4,1,120.08333333333333,19.0,70.2621867,5,0,SPECIAL EQUIPMENT,WEST HORIZON,LANG_02,Round-Trip,google,Paid Search,Organic Search,Logged-Out,AREA_B,AREA_B,AREA_B_TO_AREA_B,BA,BE,invalid_or_past,very_high,3_5,Y,S,0,0.8452842894202595,59.39152255782311
54.0,232.5523378,7.857638888888889,7,5,1,1,0,1,1,0,0,4,1,191.33333333333334,14.0,58.518629,6,0,SPECIAL EQUIPMENT,NEW MERIDIAN,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CI,BI,31_60,very_high,6_8,Y,L,0,0.9924404016071925,58.0762516662623
54.0,158.16433719999998,7.857638888888889,4,2,2,0,0,0,1,0,0,4,1,191.33333333333334,15.0,58.518629,6,0,SPECIAL EQUIPMENT,NEW MERIDIAN,LANG_02,Round-Trip,mozilla,Direct,Direct,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CI,BI,31_60,very_high,6_8,Y,L,0,0.9897317461058565,57.9177448598908
10.0,130.6439207,5.131944444444445,5,3,0,2,0,1,0,0,0,2,1,125.08333333333333,22.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER VERTEX,LANG_02,Round-Trip,google,Paid Search,Organic Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,8_14,very_high,6_8,Y,U,0,0.6746798971661669,57.793079991253855
12.0,240.2865792,5.756944444444445,4,2,1,1,0,1,1,0,0,3,1,139.75,20.0,64.245,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Direct,Direct,Logged-Out,AREA_C,AREA_D,AREA_C_TO_AREA_D,CA,DA,8_14,very_high,6_8,Y,L,0,0.8931726432702568,57.38187646689765
26.0,52.2920036,6.461805555555555,2,2,0,0,0,0,0,0,0,2,1,157.41666666666666,22.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,15_30,mid,6_8,Y,O,0,0.6693831285529406,57.33935879184489
48.0,47.0513248,5.517361111111111,2,2,0,0,0,0,0,1,0,2,1,134.41666666666666,17.0,65.8442722,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,apple,Direct,Direct,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BI,31_60,mid,6_8,Y,L,0,0.8633088082182545,56.84394016098035
40.0,114.5711066,7.510416666666667,3,2,0,1,0,1,0,1,1,2,1,181.83333333333334,22.0,64.245,2,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Email,Organic Search,Logged-In,AREA_C,AREA_D,AREA_C_TO_AREA_D,CA,DA,31_60,very_high,6_8,Y,W,0,0.8687012914979544,55.80971447228608
