,MARKET,LANGUAGE,FLIGHT_TYPE,DTD,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,ADULTS,TEENAGERS,CHILDREN,INFANTS,HOUR_OF_THE_DAY_PL_TIME,LOGIN_STATUS,LOYALTY_MEMBERSHIP_PROGRAM,FARE_YQ_TICKET,CALCULATED_DTD,IS_ANOMALY_DTD,TOTAL_PASSENGERS,HAS_CHILDREN_OR_INFANTS,TRIP_MONTH,TRIP_DAY_OF_WEEK,IS_WEEKEND_FLIGHT,TRIP_QUARTER,NUMBER_OF_SEGMENTS,IS_DIRECT_FLIGHT,TOTAL_EMD_SPEND,TOTAL_REVENUE,BOOKING_WINDOW,IS_SOLO_TRAVELER,IS_FAMILY,IS_ADULT_GROUP,ADULT_RATIO,ORIGIN_AIRPORT,DESTINATION_AIRPORT,FLIGHT_TIME_OF_DAY,TARGET_BUSINESS_LOUNGE,TARGET_MEAL,TARGET_PET,TARGET_SPECIAL_EQUIPMENT,TARGET_FAST_TRACK,TARGET_BAGGAGE
6574,UPPER VERTEX,LANG_02,Round-Trip,240.0,google,Paid Search,Paid Search,1,0,0,0,9.0,Logged-Out,No_Program,230.05663369999996,241,False,1,0,10,3,0,4,2,0,0.0,230.05663369999996,Early Bird (90+),1,0,0,1.0,CAJ,BUN,Rano (6-9),0,0,0,0,0,0
6575,UPPER APEX,LANG_09,Round-Trip,4.0,google,Paid Search,Organic Search,1,0,0,0,13.0,Logged-In,LO,76.8952688,5,False,1,0,12,1,0,4,2,0,0.0,76.8952688,Last Minute (0-7),1,0,0,1.0,CAJ,DAP,Południe (10-13),0,0,0,0,0,0
6576,CENTRAL APEX,LANG_09,One-Way,0.0,samsung,Direct,Direct,1,0,0,0,14.0,Logged-Out,No_Program,15.8736546,0,False,1,0,12,2,0,4,1,1,0.0,15.8736546,Error/Past,1,0,0,1.0,CUM,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6577,UPPER MERIDIAN,LANG_02,Round-Trip,18.0,google,Organic Search,Paid Search,2,0,0,0,16.0,Logged-Out,No_Program,73.8975971,19,False,2,0,1,4,0,1,5,0,0.0,73.8975971,Medium (15-30),0,0,0,1.0,BUS,CEG,Popołudnie (14-17),0,0,0,0,0,0
6578,UPPER VERTEX,LANG_10,One-Way,31.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-In,No_Program,8.613113,32,False,1,0,2,5,1,1,1,1,0.0,8.613113,Advance (31-90),1,0,0,1.0,CAJ,BAB,Wieczór (18-23),0,0,0,0,0,0
6579,UPPER APEX,LANG_09,Round-Trip,284.0,google,Direct,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,197.0548338,285,False,2,0,9,2,0,3,2,0,0.0,197.0548338,Early Bird (90+),0,0,0,1.0,CAJ,BUX,Rano (6-9),0,0,0,0,0,0
6580,UPPER APEX,LANG_09,Round-Trip,191.0,mozilla,Organic Search,Organic Search,2,0,0,0,14.0,Logged-Out,No_Program,79.6278228,192,False,2,0,4,6,1,2,2,0,0.0,79.6278228,Early Bird (90+),0,0,0,1.0,CAJ,CUV,Popołudnie (14-17),0,0,0,0,0,0
6581,EAST HORIZON,LANG_02,One-Way,0.0,google,Paid Search,Paid Search,1,0,0,0,14.0,Logged-Out,No_Program,38.3452707,0,False,1,0,1,4,0,1,1,1,0.0,38.3452707,Error/Past,1,0,0,1.0,CAJ,CER,Popołudnie (14-17),0,0,0,0,0,0
6582,LOWER VERTEX,LANG_02,Round-Trip,41.0,google,Paid Search,Email,1,0,0,0,15.0,Logged-Out,No_Program,85.0650913,42,False,1,0,3,1,0,1,2,0,0.0,85.0650913,Advance (31-90),1,0,0,1.0,BUM,CAJ,Popołudnie (14-17),0,0,0,0,0,1
6583,UPPER APEX,LANG_09,One-Way,0.0,google,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,44.7372199,0,False,1,0,2,1,0,1,1,1,0.0,44.7372199,Error/Past,1,0,0,1.0,CAJ,CUK,Południe (10-13),0,0,0,0,0,0
6584,UPPER APEX,LANG_09,Round-Trip,6.0,microsoft,Organic Search,Organic Search,1,0,0,0,16.0,Logged-Out,No_Program,139.13068520000002,7,False,1,0,12,3,0,4,2,0,0.0,139.13068520000002,Last Minute (0-7),1,0,0,1.0,BUF,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6585,LOWER ZENITH,LANG_02,Round-Trip,83.0,microsoft,Direct,Direct,1,0,0,0,8.0,Logged-Out,No_Program,31.2389171,84,False,1,0,5,6,1,2,4,0,0.0,31.2389171,Advance (31-90),1,0,0,1.0,CEW,CUR,Rano (6-9),0,0,0,0,0,0
6586,UPPER VERTEX,LANG_02,One-Way,20.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-In,No_Program,24.8259812,20,False,1,0,1,6,1,1,1,1,0.0,24.8259812,Medium (15-30),1,0,0,1.0,CAJ,BEH,Rano (6-9),0,0,0,0,0,0
6587,UPPER APEX,LANG_09,Round-Trip,29.0,google,Paid Search,Paid Search,1,0,0,0,17.0,Logged-In,No_Program,26.8180045,30,False,1,0,1,4,0,1,2,0,0.0,26.8180045,Medium (15-30),1,0,0,1.0,CAJ,CER,Popołudnie (14-17),0,0,0,0,0,0
6588,UPPER VERTEX,LANG_11,One-Way,1.0,apple,Direct,Direct,3,0,0,0,11.0,Logged-In,No_Program,142.6988525,1,False,3,0,10,0,0,4,1,1,0.0,142.6988525,Last Minute (0-7),0,0,1,1.0,CAJ,BAK,Południe (10-13),0,0,0,0,0,0
6589,LOWER VERTEX,LANG_02,Round-Trip,165.0,apple,Paid Search,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,118.74574669999998,166,False,1,0,6,1,0,2,2,0,0.0,118.74574669999998,Early Bird (90+),1,0,0,1.0,BOG,CAJ,Wieczór (18-23),0,0,0,0,0,0
6590,NORTH HORIZON,LANG_04,Round-Trip,5.0,apple,Paid MetaSearches,Paid MetaSearches,2,0,0,0,13.0,Logged-Out,No_Program,79.0864516,6,False,2,0,11,4,0,4,2,0,0.0,79.0864516,Last Minute (0-7),0,0,0,1.0,CUN,CAJ,Południe (10-13),0,0,0,0,0,0
6591,NORTH HORIZON,LANG_04,One-Way,28.0,google,Paid Search,Paid Search,2,0,0,1,18.0,Logged-Out,No_Program,51.0820561,29,False,3,1,3,0,0,1,1,1,0.0,51.0820561,Medium (15-30),0,1,0,0.6666666666666666,CAJ,BAK,Wieczór (18-23),0,0,0,0,0,1
6592,OLD AURORA,LANG_02,One-Way,78.0,google,Paid Search,Paid Search,2,0,1,0,9.0,Logged-Out,No_Program,68.5648338,79,False,3,1,4,5,1,2,2,0,0.0,68.5648338,Advance (31-90),0,1,0,0.6666666666666666,BOT,BEF,Rano (6-9),0,0,0,0,0,0
6593,NORTH MERIDIAN,LANG_02,One-Way,30.0,google,Paid Search,Paid Search,1,0,0,1,15.0,Logged-Out,No_Program,141.0978671,31,False,2,1,1,4,0,1,2,0,0.0,141.0978671,Advance (31-90),0,1,0,0.5,BIV,BIW,Popołudnie (14-17),0,0,0,0,0,0
6594,UPPER VERTEX,LANG_11,One-Way,31.0,google,MetaSearches,Organic Search,2,0,0,0,16.0,Logged-Out,No_Program,47.3202972,32,False,2,0,10,0,0,4,1,1,0.0,47.3202972,Advance (31-90),0,0,0,1.0,CAJ,CIJ,Popołudnie (14-17),0,0,0,0,0,0
6595,SOUTH VERTEX,LANG_02,One-Way,37.0,apple,MetaSearches,MetaSearches,1,0,0,0,9.0,Logged-Out,No_Program,11.5114191,38,False,1,0,12,2,0,4,1,1,0.0,11.5114191,Advance (31-90),1,0,0,1.0,CAJ,BAW,Rano (6-9),0,0,0,0,0,0
6596,UPPER APEX,LANG_09,Round-Trip,16.0,google,Paid Search,Paid Search,1,0,0,0,21.0,Logged-In,No_Program,9.0594016,17,False,1,0,10,6,1,4,2,0,0.0,9.0594016,Medium (15-30),1,0,0,1.0,CAW,CAJ,Wieczór (18-23),0,0,0,0,0,0
6597,UPPER APEX,LANG_02,Round-Trip,2.0,google,Direct,Direct,1,0,0,0,17.0,Logged-In,LO,39.7171156,3,False,1,0,2,0,0,1,4,0,0.0,39.7171156,Last Minute (0-7),1,0,0,1.0,BEZ,CUR,Popołudnie (14-17),0,0,0,0,0,0
6598,NEW ZENITH,LANG_09,One-Way,50.0,google,Direct,Direct,2,0,0,0,22.0,Logged-Out,No_Program,35.5150643,51,False,2,0,1,5,1,1,1,1,0.0,35.5150643,Advance (31-90),0,0,0,1.0,BAG,CAJ,Wieczór (18-23),0,0,0,0,0,0
6599,UPPER APEX,LANG_09,Round-Trip,39.0,mozilla,Organic Search,Organic Search,1,0,0,0,14.0,Logged-Out,No_Program,41.4799984,40,False,1,0,4,6,1,2,2,0,0.0,41.4799984,Advance (31-90),1,0,0,1.0,CAJ,CIL,Popołudnie (14-17),0,0,0,0,0,0
6600,UPPER APEX,LANG_09,Round-Trip,19.0,apple,Paid Search,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,192.9131728,20,False,1,0,12,1,0,4,2,0,0.0,192.9131728,Medium (15-30),1,0,0,1.0,CAJ,BUN,Popołudnie (14-17),0,0,0,0,0,0
6601,UPPER APEX,LANG_09,One-Way,6.0,google,Direct,Direct,1,0,0,0,17.0,Logged-Out,No_Program,45.5509899,7,False,1,0,3,4,0,1,1,1,0.0,45.5509899,Last Minute (0-7),1,0,0,1.0,BIC,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6602,SOUTH MERIDIAN,LANG_09,Round-Trip,6.0,apple,Direct,Direct,1,0,0,0,16.0,Logged-Out,No_Program,52.2384661,7,False,1,0,10,2,0,4,2,0,0.0,52.2384661,Last Minute (0-7),1,0,0,1.0,CIL,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6603,LOWER VERTEX,LANG_02,Round-Trip,122.0,mozilla,Direct,Direct,1,0,0,0,12.0,Logged-In,LO,241.017259,123,False,1,0,5,5,1,2,2,0,0.0,241.017259,Early Bird (90+),1,0,0,1.0,BUM,CAJ,Południe (10-13),0,0,0,0,0,0
6604,UPPER APEX,LANG_02,One-Way,25.0,apple,Direct,Direct,1,0,0,0,17.0,Logged-Out,No_Program,14.5095191,26,False,1,0,11,4,0,4,1,1,0.0,14.5095191,Medium (15-30),1,0,0,1.0,CAV,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6605,LOWER VERTEX,LANG_02,One-Way,12.0,apple,Direct,Direct,4,0,0,0,17.0,Logged-In,No_Program,517.5757086,12,False,4,0,12,1,0,4,1,1,0.0,517.5757086,Short (8-14),0,0,1,1.0,CAJ,BUX,Popołudnie (14-17),0,0,0,0,0,0
6606,UPPER APEX,LANG_09,Round-Trip,171.0,mozilla,Direct,Direct,5,1,0,0,19.0,Logged-In,No_Program,154.0903476,172,False,6,0,4,3,0,2,2,0,0.0,154.0903476,Early Bird (90+),0,0,1,0.8333333333333334,CAJ,BIT,Wieczór (18-23),0,0,0,0,0,0
6607,NORTH HORIZON,LANG_04,Round-Trip,11.0,microsoft,Organic Search,Organic Search,1,0,0,0,13.0,Logged-In,No_Program,27.3632304,12,False,1,0,2,0,0,1,2,0,0.0,27.3632304,Short (8-14),1,0,0,1.0,CAJ,CUJ,Południe (10-13),0,0,0,0,1,0
6608,UPPER APEX,LANG_09,Round-Trip,21.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-In,No_Program,27.6142142,22,False,1,0,12,3,0,4,2,0,0.0,27.6142142,Medium (15-30),1,0,0,1.0,CAJ,CUD,Wieczór (18-23),0,0,0,0,0,0
6609,UPPER APEX,LANG_09,Round-Trip,4.0,mozilla,Paid Search,Organic Search,1,0,0,0,11.0,Logged-In,No_Program,20.6217884,5,False,1,0,12,5,1,4,2,0,0.0,20.6217884,Last Minute (0-7),1,0,0,1.0,CAJ,CUB,Południe (10-13),0,0,0,0,0,0
6610,NORTH MERIDIAN,LANG_02,Round-Trip,114.0,google,Affiliate,Affiliate,2,0,1,0,10.0,Logged-Out,No_Program,270.9845534,115,False,3,1,1,0,0,1,2,0,0.0,270.9845534,Early Bird (90+),0,1,0,0.6666666666666666,BIV,CAJ,Południe (10-13),0,0,0,0,0,0
6611,UPPER APEX,LANG_09,One-Way,3.0,google,Organic Search,Email,1,0,0,0,11.0,Logged-Out,No_Program,57.3262418,4,False,1,0,11,5,1,4,1,1,0.0,57.3262418,Last Minute (0-7),1,0,0,1.0,CAJ,CEP,Południe (10-13),0,0,0,0,0,1
6612,UPPER VERTEX,LANG_02,One-Way,21.0,google,Direct,Paid Search,1,0,0,0,9.0,Logged-In,No_Program,29.0383117,22,False,1,0,10,1,0,4,1,1,0.0,29.0383117,Medium (15-30),1,0,0,1.0,CAJ,CIW,Rano (6-9),0,0,0,0,0,0
6613,LOWER VERTEX,LANG_02,Round-Trip,109.0,google,Direct,Direct,2,1,1,0,1.0,Logged-Out,No_Program,209.7003913,110,False,4,1,1,5,1,1,2,0,0.0,209.7003913,Early Bird (90+),0,1,0,0.5,DAD,CAJ,Noc (0-5),0,0,0,0,0,1
6614,SOUTH VERTEX,LANG_02,One-Way,110.0,microsoft,Paid Search,Paid Search,2,0,0,0,22.0,Logged-Out,No_Program,54.9924351,111,False,2,0,5,0,0,2,2,0,0.0,54.9924351,Early Bird (90+),0,0,0,1.0,DAT,BAB,Wieczór (18-23),0,0,0,0,0,0
6615,UPPER APEX,LANG_09,Round-Trip,116.0,google,MetaSearches,Paid Search,2,0,0,0,13.0,Logged-In,LO,56.4208156,117,False,2,0,5,0,0,2,2,0,0.0,56.4208156,Early Bird (90+),0,0,0,1.0,CAJ,BAZ,Południe (10-13),0,0,0,0,0,0
6616,LOWER VERTEX,LANG_02,One-Way,0.0,apple,Direct,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,119.4498719,0,False,1,0,11,6,1,4,2,0,0.0,119.4498719,Error/Past,1,0,0,1.0,DAD,CUX,Południe (10-13),0,0,0,0,0,0
6617,UPPER APEX,LANG_09,One-Way,94.0,google,Direct,Direct,2,2,0,0,13.0,Logged-Out,No_Program,540.4186608,95,False,4,0,1,4,0,1,1,1,0.0,540.4186608,Early Bird (90+),0,0,0,0.5,CAJ,DAD,Południe (10-13),0,0,0,0,0,0
6618,SOUTH VERTEX,LANG_02,One-Way,9.0,google,Paid Search,Paid Search,2,0,0,0,10.0,Logged-In,No_Program,93.1629594,10,False,2,0,1,3,0,1,2,0,0.0,93.1629594,Short (8-14),0,0,0,1.0,CIS,BAB,Południe (10-13),0,0,0,0,0,0
6619,NEW HORIZON,LANG_02,Round-Trip,11.0,samsung,Paid Search,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,32.6197563,12,False,2,0,11,4,0,4,2,0,0.0,32.6197563,Short (8-14),0,0,0,1.0,CES,BED,Rano (6-9),0,0,0,0,0,0
6620,UPPER APEX,LANG_09,One-Way,25.0,google,Organic Search,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,6.9478826,26,False,1,0,3,4,0,1,1,1,0.0,6.9478826,Medium (15-30),1,0,0,1.0,CAJ,BEZ,Wieczór (18-23),0,0,0,0,0,0
6621,LOWER VERTEX,LANG_02,Round-Trip,199.0,apple,Direct,Direct,1,0,0,0,22.0,Logged-Out,No_Program,118.4215236,200,False,1,0,8,0,0,3,2,0,0.0,118.4215236,Early Bird (90+),1,0,0,1.0,BUF,CAJ,Wieczór (18-23),0,0,0,0,0,0
6622,UPPER APEX,LANG_09,Round-Trip,347.0,apple,Paid Search,Paid Search,2,0,0,0,20.0,Logged-Out,No_Program,420.4424082000001,348,False,2,0,1,5,1,1,2,0,0.0,420.4424082000001,Early Bird (90+),0,0,0,1.0,CAJ,BAX,Wieczór (18-23),0,0,0,0,0,0
6623,WEST APEX,LANG_02,Round-Trip,10.0,google,Direct,Organic Search,1,0,0,0,18.0,Logged-Out,No_Program,64.8578973,11,False,1,0,10,0,0,4,1,1,0.0,64.8578973,Short (8-14),1,0,0,1.0,CUR,CUX,Wieczór (18-23),0,0,0,0,0,0
6624,UPPER APEX,LANG_09,Round-Trip,50.0,google,Paid Search,Paid Search,2,0,0,0,21.0,Logged-Out,No_Program,312.17587760000004,51,False,2,0,1,4,0,1,2,0,0.0,312.17587760000004,Advance (31-90),0,0,0,1.0,CAJ,CEF,Wieczór (18-23),0,0,0,0,0,0
6625,NORTH HORIZON,LANG_04,One-Way,95.0,google,Organic Search,Paid Search,1,1,0,0,21.0,Logged-Out,No_Program,21.3631757,96,False,2,0,3,4,0,1,1,1,0.0,21.3631757,Early Bird (90+),0,0,0,0.5,BAC,BED,Wieczór (18-23),0,0,0,0,0,0
6626,UPPER APEX,LANG_02,Round-Trip,9.0,google,Organic Search,Organic Search,1,0,0,0,12.0,Logged-Out,No_Program,89.184909,10,False,1,0,1,2,0,1,2,0,0.0,89.184909,Short (8-14),1,0,0,1.0,BED,BIH,Południe (10-13),0,0,0,0,0,0
6627,UPPER APEX,LANG_09,Round-Trip,18.0,google,Paid Search,Organic Search,1,0,0,0,16.0,Logged-In,No_Program,41.296686,19,False,1,0,2,1,0,1,2,0,0.0,41.296686,Medium (15-30),1,0,0,1.0,CAJ,CUK,Popołudnie (14-17),0,0,0,0,0,0
6628,LOWER ZENITH,LANG_02,Round-Trip,83.0,google,Paid Search,Paid Search,2,0,1,0,22.0,Logged-Out,No_Program,339.7168525,84,False,3,1,12,0,0,4,4,0,0.0,339.7168525,Advance (31-90),0,1,0,0.6666666666666666,CEW,BOG,Wieczór (18-23),0,0,0,0,0,0
6629,UPPER APEX,LANG_09,One-Way,0.0,google,Direct,Direct,1,0,0,0,9.0,Logged-Out,No_Program,22.0677292,0,False,1,0,11,0,0,4,1,1,0.0,22.0677292,Error/Past,1,0,0,1.0,CAJ,CEX,Rano (6-9),0,0,0,0,0,0
6630,UPPER VERTEX,LANG_11,Round-Trip,46.0,google,Email,Email,1,0,0,0,16.0,Logged-In,No_Program,30.267104400000004,47,False,1,0,1,1,0,1,4,0,0.0,30.267104400000004,Advance (31-90),1,0,0,1.0,CIJ,CEW,Popołudnie (14-17),0,0,0,0,0,0
6631,CENTRAL MERIDIAN,LANG_09,One-Way,93.0,apple,Direct,Direct,2,0,0,0,16.0,Logged-In,No_Program,22.781277000000003,95,False,2,0,5,6,1,2,2,0,0.0,22.781277000000003,Early Bird (90+),0,0,0,1.0,CIW,BIW,Popołudnie (14-17),0,0,0,0,0,0
6632,UPPER APEX,LANG_09,Round-Trip,12.0,microsoft,Paid Search,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,10.1704118,13,False,1,0,12,1,0,4,2,0,0.0,10.1704118,Short (8-14),1,0,0,1.0,BEW,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6633,SOUTH HORIZON,LANG_02,Round-Trip,45.0,google,Paid Search,Organic Search,1,0,0,0,12.0,Logged-Out,No_Program,13.354394,46,False,1,0,12,5,1,4,2,0,0.0,13.354394,Advance (31-90),1,0,0,1.0,CAV,CAJ,Południe (10-13),0,0,0,0,0,0
6634,UPPER APEX,LANG_09,Round-Trip,65.0,google,Direct,Direct,1,0,0,0,10.0,Logged-In,No_Program,61.3942352,66,False,1,0,1,4,0,1,2,0,0.0,61.3942352,Advance (31-90),1,0,0,1.0,CAJ,BAN,Południe (10-13),0,0,1,0,0,0
6635,NEW MERIDIAN,LANG_02,Round-Trip,29.0,samsung,Direct,Direct,1,1,0,0,21.0,Logged-Out,No_Program,38.966733999999995,30,False,2,0,2,5,1,1,4,0,0.0,38.966733999999995,Medium (15-30),0,0,0,0.5,CEG,CIW,Wieczór (18-23),0,0,0,0,0,0
6636,UPPER APEX,LANG_02,Round-Trip,19.0,apple,Direct,Direct,1,0,0,0,15.0,Logged-Out,No_Program,13.3098508,20,False,1,0,12,0,0,4,4,0,0.0,13.3098508,Medium (15-30),1,0,0,1.0,CAW,BIT,Popołudnie (14-17),0,0,0,0,0,0
6637,GREAT MERIDIAN,LANG_03,Round-Trip,203.0,google,Direct,Direct,2,0,0,0,13.0,Logged-Out,No_Program,42.2183876,204,False,2,0,8,4,0,3,2,0,0.0,42.2183876,Early Bird (90+),0,0,0,1.0,BAN,BED,Południe (10-13),0,0,0,0,0,0
6638,UPPER APEX,LANG_09,Round-Trip,59.0,google,Paid Search,Paid Search,2,0,0,0,21.0,Logged-In,No_Program,32.4771324,60,False,2,0,2,5,1,1,2,0,0.0,32.4771324,Advance (31-90),0,0,0,1.0,CAJ,CIG,Wieczór (18-23),0,0,0,0,0,1
6639,LOWER ZENITH,LANG_02,Round-Trip,15.0,google,Direct,Direct,2,0,0,0,20.0,Logged-In,LO,109.2957355,16,False,2,0,10,3,0,4,2,0,0.0,109.2957355,Medium (15-30),0,0,0,1.0,CAJ,BIH,Wieczór (18-23),0,0,0,0,0,0
6640,UPPER APEX,LANG_09,Round-Trip,83.0,samsung,Direct,Direct,1,0,0,0,10.0,Logged-In,No_Program,81.728206,82,False,1,0,1,2,0,1,2,0,0.0,81.728206,Advance (31-90),1,0,0,1.0,CAJ,CEB,Południe (10-13),0,0,0,0,0,0
6641,UPPER APEX,LANG_09,Round-Trip,0.0,google,Paid Search,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,105.6127838,1,False,1,0,1,1,0,1,2,0,0.0,105.6127838,Last Minute (0-7),1,0,0,1.0,CAJ,CUX,Popołudnie (14-17),0,0,0,0,0,0
6642,SOUTH HORIZON,LANG_02,One-Way,62.0,microsoft,Direct,Organic Search,1,0,0,0,12.0,Logged-In,No_Program,63.353279400000005,63,False,1,0,1,0,0,1,2,0,0.0,63.353279400000005,Advance (31-90),1,0,0,1.0,BON,CIW,Południe (10-13),0,0,0,0,0,1
6643,CENTRAL MERIDIAN,LANG_02,Round-Trip,17.0,google,Paid Search,Paid Search,1,0,0,0,11.0,Logged-In,No_Program,32.4385854,18,False,1,0,3,1,0,1,4,0,0.0,32.4385854,Medium (15-30),1,0,0,1.0,BIW,BIJ,Południe (10-13),0,0,0,0,0,0
6644,CENTRAL APEX,LANG_09,Round-Trip,18.0,samsung,Direct,Direct,1,0,0,0,11.0,Logged-In,No_Program,30.149321899999997,19,False,1,0,11,4,0,4,2,0,0.0,30.149321899999997,Medium (15-30),1,0,0,1.0,CUM,CAJ,Południe (10-13),0,0,0,0,0,0
6645,UPPER VERTEX,LANG_11,Round-Trip,41.0,google,MetaSearches,MetaSearches,1,0,0,0,17.0,Logged-In,No_Program,18.5586673,42,False,1,0,1,0,0,1,2,0,0.0,18.5586673,Advance (31-90),1,0,0,1.0,CAJ,CUR,Popołudnie (14-17),0,0,0,0,0,0
6646,NEW AURORA,LANG_04,One-Way,14.0,apple,Direct,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,15.596972799999998,15,False,1,0,11,3,0,4,2,0,0.0,15.596972799999998,Medium (15-30),1,0,0,1.0,CAW,CEG,Południe (10-13),0,0,0,0,0,0
6647,SOUTH VERTEX,LANG_02,Round-Trip,37.0,microsoft,Paid Search,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,63.0440468,38,False,1,0,3,0,0,1,2,0,0.0,63.0440468,Advance (31-90),1,0,0,1.0,CUD,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6648,CENTRAL APEX,LANG_09,Round-Trip,45.0,google,Organic Search,Organic Search,2,0,0,0,13.0,Logged-In,No_Program,48.8848771,46,False,2,0,4,2,0,2,2,0,0.0,48.8848771,Advance (31-90),0,0,0,1.0,CUM,CAJ,Południe (10-13),0,0,0,0,0,0
6649,LOWER VERTEX,LANG_09,Round-Trip,19.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-In,No_Program,49.0956007,20,False,1,0,1,1,0,1,2,0,0.0,49.0956007,Medium (15-30),1,0,0,1.0,BUX,CAJ,Wieczór (18-23),0,0,0,0,0,0
6650,NORTH MERIDIAN,LANG_02,Round-Trip,131.0,google,Paid Search,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,293.4009188,132,False,2,0,6,2,0,2,4,0,0.0,293.4009188,Early Bird (90+),0,0,0,1.0,BIV,BED,Rano (6-9),0,0,0,0,0,1
6651,UPPER APEX,LANG_09,One-Way,9.0,apple,Direct,Direct,2,0,0,0,6.0,Logged-In,No_Program,73.9262932,10,False,2,0,2,6,1,1,1,1,0.0,73.9262932,Short (8-14),0,0,0,1.0,CAJ,CUX,Rano (6-9),0,0,0,0,0,0
6652,UPPER APEX,LANG_09,Round-Trip,2.0,microsoft,Paid Search,Paid Search,1,0,0,0,13.0,Logged-In,No_Program,27.350381400000003,3,False,1,0,2,2,0,1,4,0,0.0,27.350381400000003,Last Minute (0-7),1,0,0,1.0,DAN,BAP,Południe (10-13),0,0,0,0,0,0
6653,UPPER APEX,LANG_09,Round-Trip,0.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,75.9778502,1,False,1,0,2,3,0,1,2,0,0.0,75.9778502,Last Minute (0-7),1,0,0,1.0,CAJ,BUD,Południe (10-13),0,0,0,0,0,0
6654,CENTRAL APEX,LANG_02,One-Way,30.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-In,No_Program,6.0929958,30,False,1,0,1,2,0,1,2,0,0.0,6.0929958,Medium (15-30),1,0,0,1.0,CUM,CAJ,Rano (6-9),0,0,0,0,0,0
6655,UPPER APEX,LANG_09,One-Way,34.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-Out,No_Program,8.121424600000001,35,False,1,0,2,2,0,1,1,1,0.0,8.121424600000001,Advance (31-90),1,0,0,1.0,CUM,CAJ,Wieczór (18-23),0,0,0,0,0,0
6656,LOWER VERTEX,LANG_02,Round-Trip,1.0,google,MetaSearches,MetaSearches,3,0,0,0,12.0,Logged-Out,No_Program,681.0222697,2,False,3,0,10,5,1,4,3,0,0.0,681.0222697,Last Minute (0-7),0,0,1,1.0,BUM,BED,Południe (10-13),0,0,0,0,0,0
6657,UPPER MERIDIAN,LANG_01,Round-Trip,44.0,google,Direct,Organic Search,1,0,0,0,23.0,Logged-Out,No_Program,14.984075499999998,45,False,1,0,3,1,0,1,2,0,0.0,14.984075499999998,Advance (31-90),1,0,0,1.0,CAJ,BAP,Wieczór (18-23),0,0,0,0,0,0
6658,UPPER APEX,LANG_09,Round-Trip,63.0,google,Paid Search,Organic Search,1,0,0,0,13.0,Logged-Out,No_Program,432.0930248,64,False,1,0,5,5,1,2,2,0,0.0,432.0930248,Advance (31-90),1,0,0,1.0,CAJ,BIV,Południe (10-13),0,0,0,0,0,0
6659,UPPER APEX,LANG_09,Round-Trip,86.0,apple,Direct,Direct,1,0,0,0,11.0,Logged-Out,No_Program,93.6619289,87,False,1,0,1,4,0,1,2,0,0.0,93.6619289,Advance (31-90),1,0,0,1.0,CAJ,BUF,Południe (10-13),0,0,0,0,0,0
6660,UPPER MERIDIAN,LANG_09,Round-Trip,45.0,mozilla,Direct,Direct,1,0,0,0,15.0,Logged-Out,No_Program,16.218007800000002,46,False,1,0,12,2,0,4,4,0,0.0,16.218007800000002,Advance (31-90),1,0,0,1.0,CUL,CUB,Popołudnie (14-17),0,0,0,0,0,0
6661,UPPER APEX,LANG_09,Round-Trip,86.0,google,Paid Search,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,201.2393248,87,False,1,0,3,1,0,1,2,0,0.0,201.2393248,Advance (31-90),1,0,0,1.0,CAJ,BUN,Popołudnie (14-17),0,0,0,0,1,1
6662,UPPER APEX,LANG_09,Round-Trip,70.0,microsoft,Direct,Direct,2,0,0,0,21.0,Logged-Out,No_Program,57.8239264,71,False,2,0,5,2,0,2,2,0,0.0,57.8239264,Advance (31-90),0,0,0,1.0,CEJ,BIH,Wieczór (18-23),0,0,0,0,0,0
