,MARKET,LANGUAGE,FLIGHT_TYPE,DTD,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,ADULTS,TEENAGERS,CHILDREN,INFANTS,HOUR_OF_THE_DAY_PL_TIME,LOGIN_STATUS,LOYALTY_MEMBERSHIP_PROGRAM,FARE_YQ_TICKET,CALCULATED_DTD,IS_ANOMALY_DTD,TOTAL_PASSENGERS,HAS_CHILDREN_OR_INFANTS,TRIP_MONTH,TRIP_DAY_OF_WEEK,IS_WEEKEND_FLIGHT,TRIP_QUARTER,NUMBER_OF_SEGMENTS,IS_DIRECT_FLIGHT,TOTAL_EMD_SPEND,TOTAL_REVENUE,BOOKING_WINDOW,IS_SOLO_TRAVELER,IS_FAMILY,IS_ADULT_GROUP,ADULT_RATIO,ORIGIN_AIRPORT,DESTINATION_AIRPORT,FLIGHT_TIME_OF_DAY,TARGET_BUSINESS_LOUNGE,TARGET_MEAL,TARGET_PET,TARGET_SPECIAL_EQUIPMENT,TARGET_FAST_TRACK,TARGET_BAGGAGE
6485,WEST APEX,LANG_02,One-Way,2.0,google,Paid Search,Organic Search,1,0,0,0,18.0,Logged-Out,No_Program,49.5581647,3,False,1,0,11,1,0,4,1,1,0.0,49.5581647,Last Minute (0-7),1,0,0,1.0,BIC,CAJ,Wieczór (18-23),0,0,0,0,0,0
6486,UPPER HORIZON,LANG_02,One-Way,6.0,google,MetaSearches,MetaSearches,1,0,0,0,4.0,Logged-Out,No_Program,45.523150400000006,7,False,1,0,3,6,1,1,1,1,0.0,45.523150400000006,Last Minute (0-7),1,0,0,1.0,CIX,CAJ,Noc (0-5),0,0,0,0,0,0
6487,UPPER APEX,LANG_09,Round-Trip,12.0,google,Paid Search,Display,1,0,0,0,7.0,Logged-Out,No_Program,107.1469544,13,False,1,0,12,2,0,4,4,0,0.0,107.1469544,Short (8-14),1,0,0,1.0,CEJ,BUF,Rano (6-9),0,0,0,0,0,0
6488,UPPER APEX,LANG_09,One-Way,17.0,apple,MetaSearches,MetaSearches,1,0,0,0,12.0,Logged-Out,No_Program,34.4580199,18,False,1,0,1,3,0,1,1,1,0.0,34.4580199,Medium (15-30),1,0,0,1.0,CAJ,CUK,Południe (10-13),0,0,0,0,0,0
6489,UPPER APEX,LANG_09,Round-Trip,89.0,microsoft,Direct,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,21.9743598,90,False,1,0,5,4,0,2,2,0,0.0,21.9743598,Advance (31-90),1,0,0,1.0,CAJ,BOW,Wieczór (18-23),0,0,0,0,0,0
6490,NEW HORIZON,LANG_02,One-Way,126.0,google,Paid Search,Organic Search,2,0,0,0,17.0,Logged-In,No_Program,36.9198883,127,False,2,0,4,0,0,2,1,1,0.0,36.9198883,Early Bird (90+),0,0,0,1.0,BED,CES,Popołudnie (14-17),0,0,0,0,0,0
6491,NORTH HORIZON,LANG_04,Round-Trip,7.0,google,Paid Search,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,28.967213899999997,8,False,1,0,10,1,0,4,2,0,0.0,28.967213899999997,Short (8-14),1,0,0,1.0,CUK,CAJ,Południe (10-13),0,0,0,0,0,0
6492,UPPER APEX,LANG_09,One-Way,36.0,google,MetaSearches,MetaSearches,1,0,0,0,22.0,Logged-Out,No_Program,8.6358129,37,False,1,0,3,6,1,1,1,1,0.0,8.6358129,Advance (31-90),1,0,0,1.0,CAJ,BAB,Wieczór (18-23),0,0,0,0,0,0
6493,UPPER APEX,LANG_09,Round-Trip,71.0,google,Direct,Direct,2,0,0,0,21.0,Logged-In,LH,54.4335036,72,False,2,0,3,3,0,1,4,0,0.0,54.4335036,Advance (31-90),0,0,0,1.0,CAW,BOL,Wieczór (18-23),0,0,0,0,0,0
6494,LOWER VERTEX,LANG_09,Round-Trip,60.0,google,Organic Search,Organic Search,2,0,0,0,20.0,Logged-Out,No_Program,71.4824134,61,False,2,0,12,0,0,4,2,0,0.0,71.4824134,Advance (31-90),0,0,0,1.0,CAJ,BUH,Wieczór (18-23),0,0,0,0,0,0
6495,UPPER APEX,LANG_02,Round-Trip,5.0,google,Paid MetaSearches,Organic Search,1,0,0,0,22.0,Logged-Out,No_Program,159.6860871,6,False,1,0,2,5,1,1,3,0,0.0,159.6860871,Last Minute (0-7),1,0,0,1.0,CAJ,BOG,Wieczór (18-23),0,0,0,0,0,0
6496,UPPER APEX,LANG_09,Round-Trip,62.0,apple,Direct,Direct,1,2,0,0,22.0,Logged-Out,No_Program,76.1328948,63,False,3,0,2,5,1,1,2,0,0.0,76.1328948,Advance (31-90),0,0,0,0.3333333333333333,CAJ,BID,Wieczór (18-23),0,0,0,0,0,0
6497,UPPER APEX,LANG_02,Round-Trip,20.0,apple,Direct,Direct,2,1,0,0,19.0,Logged-Out,No_Program,97.4442462,21,False,3,0,2,6,1,1,2,0,0.0,97.4442462,Medium (15-30),0,0,0,0.6666666666666666,CAJ,BUH,Wieczór (18-23),0,0,0,0,0,0
6498,UPPER APEX,LANG_09,Round-Trip,27.0,google,MetaSearches,MetaSearches,1,0,0,0,17.0,Logged-Out,No_Program,25.0392746,28,False,1,0,11,5,1,4,2,0,0.0,25.0392746,Medium (15-30),1,0,0,1.0,CAJ,BIC,Popołudnie (14-17),0,0,0,0,0,0
6499,UPPER APEX,LANG_09,Round-Trip,70.0,microsoft,Direct,Direct,2,0,0,0,9.0,Logged-Out,No_Program,74.09076040000001,71,False,2,0,5,1,0,2,2,0,0.0,74.09076040000001,Advance (31-90),0,0,0,1.0,BED,BIH,Rano (6-9),0,0,0,0,0,0
6500,SOUTH VERTEX,LANG_02,Round-Trip,31.0,google,Direct,Paid Search,2,0,0,0,16.0,Logged-Out,No_Program,75.7932529,32,False,2,0,1,1,0,1,2,0,0.0,75.7932529,Advance (31-90),0,0,0,1.0,CUD,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6501,UPPER MERIDIAN,LANG_01,Round-Trip,25.0,google,Direct,Direct,2,0,1,0,14.0,Logged-Out,No_Program,19.3210413,168,False,3,1,8,3,0,3,2,0,0.0,19.3210413,Early Bird (90+),0,1,0,0.6666666666666666,CAW,CAJ,Popołudnie (14-17),0,0,0,0,0,1
6502,LOWER VERTEX,LANG_02,Round-Trip,116.0,apple,Direct,Direct,2,0,0,0,22.0,Logged-Out,No_Program,110.2427068,117,False,2,0,1,0,0,1,2,0,0.0,110.2427068,Early Bird (90+),0,0,0,1.0,CAJ,BOG,Wieczór (18-23),0,0,0,0,0,0
6503,LOWER ZENITH,LANG_02,One-Way,27.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,22.2107814,28,False,1,0,10,2,0,4,2,0,0.0,22.2107814,Medium (15-30),1,0,0,1.0,CEW,BAN,Południe (10-13),0,0,0,0,0,0
6504,UPPER APEX,LANG_09,One-Way,29.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-In,LO,24.8426849,29,False,1,0,1,3,0,1,1,1,0.0,24.8426849,Medium (15-30),1,0,0,1.0,CAJ,BEH,Wieczór (18-23),0,0,0,0,0,0
6505,NORTH HORIZON,LANG_02,One-Way,2.0,apple,Direct,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,47.08516049999999,3,False,1,0,1,0,0,1,1,1,0.0,47.08516049999999,Last Minute (0-7),1,0,0,1.0,CAJ,CUJ,Wieczór (18-23),0,0,0,0,0,0
6506,UPPER APEX,LANG_02,Round-Trip,38.0,apple,Direct,Organic Search,1,0,0,0,20.0,Logged-Out,No_Program,30.3416286,39,False,1,0,12,5,1,4,2,0,0.0,30.3416286,Advance (31-90),1,0,0,1.0,CAJ,BOZ,Wieczór (18-23),0,0,0,0,0,0
6507,LOWER ZENITH,LANG_02,One-Way,1.0,apple,Direct,Direct,1,0,0,0,11.0,Logged-In,No_Program,42.0928957,1,False,1,0,10,5,1,4,2,0,0.0,42.0928957,Last Minute (0-7),1,0,0,1.0,CEG,CEW,Południe (10-13),0,0,0,0,0,0
6508,UPPER APEX,LANG_09,Round-Trip,20.0,apple,Direct,Direct,2,0,0,0,18.0,Logged-In,No_Program,346.3602138,21,False,2,0,12,4,0,4,2,0,0.0,346.3602138,Medium (15-30),0,0,0,1.0,CAJ,BUF,Wieczór (18-23),0,0,0,0,0,1
6509,UPPER APEX,LANG_09,Round-Trip,179.0,google,Direct,Direct,2,0,0,0,9.0,Logged-In,LO,21.5589088,180,False,2,0,4,3,0,2,2,0,0.0,21.5589088,Early Bird (90+),0,0,0,1.0,CAJ,CAV,Rano (6-9),0,0,0,0,0,0
6510,NORTH HORIZON,LANG_02,Round-Trip,79.0,google,Paid Search,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,31.2547642,80,False,1,0,12,1,0,4,2,0,0.0,31.2547642,Advance (31-90),1,0,0,1.0,CUN,CAJ,Południe (10-13),0,0,0,0,0,0
6511,UPPER APEX,LANG_09,Round-Trip,81.0,google,Direct,Email,1,0,0,0,16.0,Logged-Out,No_Program,42.3485908,82,False,1,0,3,4,0,1,2,0,0.0,42.3485908,Advance (31-90),1,0,0,1.0,CAJ,CIL,Popołudnie (14-17),0,0,0,0,0,0
6512,UPPER APEX,LANG_09,Round-Trip,2.0,google,Direct,Paid Search,2,0,0,0,16.0,Logged-In,LO,47.6663636,3,False,2,0,12,0,0,4,2,0,0.0,47.6663636,Last Minute (0-7),0,0,0,1.0,BEZ,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6513,UPPER APEX,LANG_09,One-Way,7.0,apple,Paid Search,Organic Search,1,0,0,0,21.0,Logged-Out,No_Program,8.9180626,8,False,1,0,3,4,0,1,1,1,0.0,8.9180626,Short (8-14),1,0,0,1.0,CAJ,CAW,Wieczór (18-23),0,0,0,0,0,0
6514,OLD ZENITH,LANG_02,Round-Trip,37.0,mozilla,Direct,Direct,2,0,0,0,10.0,Logged-Out,No_Program,42.9996068,38,False,2,0,11,4,0,4,4,0,0.0,42.9996068,Advance (31-90),0,0,0,1.0,BUS,BIH,Południe (10-13),0,0,0,0,0,0
6515,UPPER APEX,LANG_09,Round-Trip,51.0,google,Direct,Direct,2,0,0,0,19.0,Logged-In,No_Program,185.2286142,52,False,2,0,1,0,0,1,4,0,0.0,185.2286142,Advance (31-90),0,0,0,1.0,BED,BUF,Wieczór (18-23),0,0,0,0,0,0
6516,OLD AURORA,LANG_02,Round-Trip,42.0,google,Paid Search,Paid Search,2,0,0,0,11.0,Logged-Out,No_Program,44.41899299999999,43,False,2,0,4,4,0,2,4,0,0.0,44.41899299999999,Advance (31-90),0,0,0,1.0,BOT,BIT,Południe (10-13),0,0,0,0,0,0
6517,UPPER APEX,LANG_09,Multi-City,48.0,google,Direct,Direct,1,0,1,0,13.0,Logged-Out,No_Program,289.1598922,49,False,2,1,4,3,0,2,2,0,0.0,289.1598922,Advance (31-90),0,1,0,0.5,BIT,CAJ,Południe (10-13),0,0,0,0,0,0
6518,NORTH HORIZON,LANG_02,Round-Trip,2.0,apple,Direct,MetaSearches,1,0,0,0,22.0,Logged-In,No_Program,37.0034068,3,False,1,0,10,4,0,4,3,0,0.0,37.0034068,Last Minute (0-7),1,0,0,1.0,BAC,BED,Wieczór (18-23),0,0,0,0,0,0
6519,NEW ZENITH,LANG_02,Round-Trip,49.0,google,MetaSearches,MetaSearches,1,0,0,0,21.0,Logged-Out,No_Program,68.6192279,50,False,1,0,4,2,0,2,2,0,0.0,68.6192279,Advance (31-90),1,0,0,1.0,BAK,CAJ,Wieczór (18-23),0,0,0,0,0,0
6520,UPPER APEX,LANG_09,Round-Trip,10.0,mozilla,Direct,Direct,1,0,0,0,9.0,Logged-Out,No_Program,71.4143137,11,False,1,0,10,5,1,4,3,0,0.0,71.4143137,Short (8-14),1,0,0,1.0,CAJ,DAF,Rano (6-9),0,0,0,0,0,0
6521,UPPER APEX,LANG_02,One-Way,6.0,google,Direct,Direct,1,0,0,0,12.0,Logged-Out,No_Program,20.1840658,7,False,1,0,10,2,0,4,1,1,0.0,20.1840658,Last Minute (0-7),1,0,0,1.0,CEJ,CAJ,Południe (10-13),0,0,0,0,0,0
6522,NORTH HORIZON,LANG_04,Round-Trip,35.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-In,No_Program,16.2359964,36,False,1,0,3,6,1,1,4,0,0.0,16.2359964,Advance (31-90),1,0,0,1.0,CUB,CEG,Wieczór (18-23),0,0,0,0,0,0
6523,NORTH ZENITH,LANG_06,Round-Trip,28.0,google,Paid Search,Paid Search,1,0,0,0,20.0,Logged-Out,No_Program,18.2177405,29,False,1,0,2,2,0,1,2,0,0.0,18.2177405,Medium (15-30),1,0,0,1.0,CAJ,CIL,Wieczór (18-23),0,0,0,0,0,0
6524,UPPER APEX,LANG_09,Round-Trip,42.0,apple,Direct,Paid Search,1,0,1,0,19.0,Logged-Out,No_Program,54.5859784,43,False,2,1,12,4,0,4,2,0,0.0,54.5859784,Advance (31-90),0,1,0,0.5,CAJ,BAK,Wieczór (18-23),0,0,0,0,0,0
6525,CENTRAL HORIZON,LANG_02,One-Way,21.0,apple,Direct,Direct,1,0,0,0,13.0,Logged-In,OU,73.02086700000001,21,False,1,0,11,2,0,4,1,1,0.0,73.02086700000001,Medium (15-30),1,0,0,1.0,BIW,CAJ,Południe (10-13),0,0,0,0,0,0
6526,SOUTH MERIDIAN,LANG_02,One-Way,20.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-Out,No_Program,24.3852605,21,False,1,0,11,4,0,4,1,1,0.0,24.3852605,Medium (15-30),1,0,0,1.0,BIF,CAJ,Wieczór (18-23),0,0,0,0,0,0
6527,SOUTH VERTEX,LANG_02,One-Way,43.0,google,Direct,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,5.289076700000001,44,False,1,0,12,2,0,4,1,1,0.0,5.289076700000001,Advance (31-90),1,0,0,1.0,BAB,CAJ,Południe (10-13),0,0,0,0,0,0
6528,WEST HORIZON,LANG_02,One-Way,5.0,apple,MetaSearches,MetaSearches,1,0,0,0,15.0,Logged-Out,No_Program,114.0541485,6,False,1,0,1,4,0,1,2,0,0.0,114.0541485,Last Minute (0-7),1,0,0,1.0,BAG,BIV,Popołudnie (14-17),0,0,0,0,0,0
6529,NORTH ZENITH,LANG_06,One-Way,40.0,apple,Paid Search,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,18.922722299999997,41,False,1,0,3,6,1,1,1,1,0.0,18.922722299999997,Advance (31-90),1,0,0,1.0,CAJ,BAZ,Wieczór (18-23),0,0,0,0,0,0
6530,UPPER APEX,LANG_09,Round-Trip,6.0,apple,Direct,Direct,2,0,0,0,19.0,Logged-Out,No_Program,82.1428004,7,False,2,0,1,6,1,1,2,0,0.0,82.1428004,Last Minute (0-7),0,0,0,1.0,CAJ,BIF,Wieczór (18-23),0,0,0,0,0,0
6531,OLD HORIZON,LANG_02,Round-Trip,90.0,google,Paid Search,Paid Search,1,0,0,0,22.0,Logged-Out,No_Program,55.102936500000006,91,False,1,0,5,0,0,2,2,0,0.0,55.102936500000006,Early Bird (90+),1,0,0,1.0,CES,CAJ,Wieczór (18-23),0,0,0,0,0,0
6532,UPPER APEX,LANG_02,One-Way,15.0,google,Organic Search,Organic Search,1,0,0,0,21.0,Logged-Out,No_Program,34.6764529,16,False,1,0,12,2,0,4,1,1,0.0,34.6764529,Medium (15-30),1,0,0,1.0,CAJ,BIT,Wieczór (18-23),0,0,0,0,0,0
6533,GREAT MERIDIAN,LANG_02,One-Way,128.0,apple,MetaSearches,MetaSearches,2,0,0,0,9.0,Logged-Out,No_Program,33.034779,129,False,2,0,4,2,0,2,1,1,0.0,33.034779,Early Bird (90+),0,0,0,1.0,BOL,BED,Rano (6-9),0,0,0,0,0,0
6534,UPPER VERTEX,LANG_11,Round-Trip,7.0,apple,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,112.2612847,8,False,1,0,2,2,0,1,2,0,0.0,112.2612847,Short (8-14),1,0,0,1.0,CAJ,BIV,Południe (10-13),0,0,0,0,0,0
6535,UPPER APEX,LANG_02,One-Way,12.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,37.6702699,13,False,1,0,3,3,0,1,1,1,0.0,37.6702699,Short (8-14),1,0,0,1.0,CAJ,CUK,Południe (10-13),0,0,0,0,0,0
6536,UPPER APEX,LANG_09,Round-Trip,159.0,apple,Affiliate,Affiliate,2,0,0,0,16.0,Logged-Out,No_Program,463.59363320000006,159,False,2,0,4,4,0,2,2,0,0.0,463.59363320000006,Early Bird (90+),0,0,0,1.0,CAJ,BUN,Popołudnie (14-17),0,0,0,0,0,0
6537,UPPER APEX,LANG_09,One-Way,10.0,apple,Direct,Direct,1,0,0,0,21.0,Logged-In,No_Program,12.5162109,11,False,1,0,3,0,0,1,1,1,0.0,12.5162109,Short (8-14),1,0,0,1.0,CAJ,CEX,Wieczór (18-23),0,0,0,0,0,0
6538,CENTRAL APEX,LANG_02,Round-Trip,0.0,google,Organic Search,Organic Search,2,0,1,0,13.0,Logged-Out,No_Program,117.3550566,1,False,3,1,1,0,0,1,2,0,0.0,117.3550566,Last Minute (0-7),0,1,0,0.6666666666666666,CUS,CAJ,Południe (10-13),0,0,0,0,0,0
6539,LOWER APEX,LANG_02,One-Way,62.0,apple,Direct,Direct,1,0,0,0,12.0,Logged-Out,No_Program,15.1382635,63,False,1,0,12,4,0,4,1,1,0.0,15.1382635,Advance (31-90),1,0,0,1.0,BOZ,CAJ,Południe (10-13),0,0,0,0,0,0
6540,UPPER APEX,LANG_09,Round-Trip,58.0,samsung,Direct,Direct,1,0,0,0,13.0,Logged-In,No_Program,26.289053999999997,59,False,1,0,4,4,0,2,4,0,0.0,26.289053999999997,Advance (31-90),1,0,0,1.0,BAW,BEZ,Południe (10-13),0,0,0,0,0,0
6541,LOWER VERTEX,LANG_02,Round-Trip,0.0,apple,Direct,Direct,1,0,0,0,14.0,Logged-In,No_Program,69.0655165,1,False,1,0,11,3,0,4,2,0,0.0,69.0655165,Last Minute (0-7),1,0,0,1.0,CAJ,BIH,Popołudnie (14-17),0,0,0,0,0,0
6542,SOUTH MERIDIAN,LANG_01,One-Way,63.0,microsoft,MetaSearches,MetaSearches,2,0,0,0,19.0,Logged-Out,No_Program,66.7638323,64,False,2,0,1,5,1,1,2,0,0.0,66.7638323,Advance (31-90),0,0,0,1.0,BIF,CIJ,Wieczór (18-23),0,0,0,0,0,0
6543,UPPER APEX,LANG_09,Round-Trip,4.0,apple,Direct,Direct,1,0,0,0,18.0,Logged-In,No_Program,102.5225993,5,False,1,0,9,1,0,3,2,0,0.0,102.5225993,Last Minute (0-7),1,0,0,1.0,CAJ,CUX,Wieczór (18-23),0,0,0,0,0,0
6544,UPPER MERIDIAN,LANG_02,Round-Trip,0.0,google,MetaSearches,MetaSearches,2,0,0,0,20.0,Logged-In,LO,46.7502299,1,False,2,0,11,4,0,4,4,0,0.0,46.7502299,Last Minute (0-7),0,0,0,1.0,BAP,BED,Wieczór (18-23),0,0,0,0,0,0
6545,UPPER APEX,LANG_09,Round-Trip,21.0,google,Paid Search,Paid Search,2,0,0,0,23.0,Logged-Out,No_Program,27.6630404,22,False,2,0,3,4,0,1,2,0,0.0,27.6630404,Medium (15-30),0,0,0,1.0,BED,BAC,Wieczór (18-23),0,0,0,0,0,1
6546,UPPER APEX,LANG_02,One-Way,76.0,google,Direct,Direct,1,0,0,0,11.0,Logged-In,No_Program,56.7163426,77,False,1,0,3,1,0,1,2,0,0.0,56.7163426,Advance (31-90),1,0,0,1.0,CEG,CAD,Południe (10-13),0,0,0,0,0,0
6547,NEW MERIDIAN,LANG_02,Round-Trip,0.0,samsung,Direct,Direct,1,0,0,0,17.0,Logged-Out,No_Program,94.9965117,1,False,1,0,2,1,0,1,5,0,0.0,94.9965117,Last Minute (0-7),1,0,0,1.0,CIW,BIT,Popołudnie (14-17),0,0,0,0,0,0
6548,UPPER APEX,LANG_09,Round-Trip,55.0,google,Paid MetaSearches,Paid MetaSearches,2,0,0,0,19.0,Logged-Out,No_Program,42.6569668,56,False,2,0,4,4,0,2,2,0,0.0,42.6569668,Advance (31-90),0,0,0,1.0,CAJ,BIH,Wieczór (18-23),0,0,0,0,0,0
6549,NORTH ZENITH,LANG_06,One-Way,11.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,29.3646763,12,False,1,0,10,2,0,4,2,0,0.0,29.3646763,Short (8-14),1,0,0,1.0,CIW,CIL,Wieczór (18-23),0,0,0,0,0,0
6550,UPPER APEX,LANG_09,Round-Trip,10.0,google,Direct,Direct,1,0,0,0,12.0,Logged-In,LO,23.5076738,11,False,1,0,2,0,0,1,2,0,0.0,23.5076738,Short (8-14),1,0,0,1.0,CAJ,BIF,Południe (10-13),0,0,0,0,0,0
6551,UPPER APEX,LANG_09,One-Way,40.0,samsung,Direct,Direct,1,0,0,0,18.0,Logged-In,No_Program,4.1660740999999994,40,False,1,0,11,2,0,4,1,1,0.0,4.1660740999999994,Advance (31-90),1,0,0,1.0,CAJ,BED,Wieczór (18-23),0,0,0,0,0,0
6552,UPPER APEX,LANG_02,Round-Trip,20.0,google,Email,Email,1,0,0,0,9.0,Logged-Out,No_Program,33.3979774,21,False,1,0,11,0,0,4,2,0,0.0,33.3979774,Medium (15-30),1,0,0,1.0,CAJ,CAV,Rano (6-9),0,0,0,0,0,0
6553,UPPER APEX,LANG_09,Round-Trip,90.0,apple,Direct,Direct,2,0,0,0,11.0,Logged-Out,No_Program,95.4286664,91,False,2,0,1,5,1,1,5,0,0.0,95.4286664,Early Bird (90+),0,0,0,1.0,CEJ,BAN,Południe (10-13),0,0,0,0,0,0
6554,LOWER VERTEX,LANG_02,Round-Trip,10.0,apple,Direct,Direct,1,0,0,0,22.0,Logged-Out,LO,29.6644863,11,False,1,0,1,6,1,1,4,0,0.0,29.6644863,Short (8-14),1,0,0,1.0,CEJ,BAN,Wieczór (18-23),0,0,0,0,0,0
6555,NORTH MERIDIAN,LANG_02,Round-Trip,31.0,google,Organic Search,Organic Search,1,0,0,0,11.0,Logged-In,No_Program,114.0926955,32,False,1,0,11,2,0,4,2,0,0.0,114.0926955,Advance (31-90),1,0,0,1.0,BIV,CAJ,Południe (10-13),0,0,0,0,0,0
6556,UPPER MERIDIAN,LANG_01,Round-Trip,241.0,microsoft,Paid Search,Paid Search,2,1,2,0,12.0,Logged-Out,No_Program,416.3037453,242,False,5,1,10,3,0,4,2,0,0.0,416.3037453,Early Bird (90+),0,1,0,0.4,CAJ,CEB,Południe (10-13),0,0,0,0,0,0
6557,UPPER MERIDIAN,LANG_01,Round-Trip,165.0,google,Paid Search,Paid Search,2,0,0,0,14.0,Logged-Out,No_Program,77.2845935,166,False,2,0,8,4,0,3,2,0,0.0,77.2845935,Early Bird (90+),0,0,0,1.0,BIC,CAJ,Popołudnie (14-17),0,0,0,0,0,0
6558,CENTRAL HORIZON,LANG_02,Round-Trip,9.0,apple,Direct,Direct,1,0,0,0,11.0,Logged-Out,No_Program,51.8838337,10,False,1,0,11,1,0,4,2,0,0.0,51.8838337,Short (8-14),1,0,0,1.0,DAS,CAJ,Południe (10-13),0,0,0,0,0,0
6559,UPPER APEX,LANG_09,One-Way,0.0,apple,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,52.400363500000005,1,False,1,0,9,0,0,3,1,1,0.0,52.400363500000005,Last Minute (0-7),1,0,0,1.0,CEG,CAJ,Wieczór (18-23),0,0,0,0,0,0
6560,UPPER APEX,LANG_09,Round-Trip,64.0,microsoft,Direct,Paid Search,1,0,0,0,19.0,Logged-In,LO,32.3186614,65,False,1,0,12,4,0,4,2,0,0.0,32.3186614,Advance (31-90),1,0,0,1.0,CAJ,CEG,Wieczór (18-23),0,0,0,0,0,0
6561,UPPER APEX,LANG_09,One-Way,13.0,google,Paid Search,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,93.4948919,14,False,1,0,2,6,1,1,1,1,0.0,93.4948919,Short (8-14),1,0,0,1.0,CAJ,CAD,Wieczór (18-23),0,0,0,0,0,0
6562,UPPER APEX,LANG_09,Round-Trip,89.0,samsung,Direct,Direct,2,0,0,0,21.0,Logged-In,No_Program,117.1708876,90,False,2,0,4,2,0,2,4,0,0.0,117.1708876,Advance (31-90),0,0,0,1.0,CUB,BUM,Wieczór (18-23),0,0,0,0,0,0
6563,SOUTH HORIZON,LANG_09,One-Way,9.0,samsung,Direct,Direct,1,0,1,0,6.0,Logged-In,No_Program,38.3272821,10,False,2,1,3,4,0,1,1,1,0.0,38.3272821,Short (8-14),0,1,0,0.5,CAJ,CAV,Rano (6-9),0,0,0,0,0,0
6564,UPPER APEX,LANG_09,One-Way,0.0,google,Paid Search,Paid Search,0,1,0,0,9.0,Logged-Out,No_Program,16.2569831,1,False,1,0,2,3,0,1,1,1,0.0,16.2569831,Last Minute (0-7),1,0,0,0.0,CAJ,CIR,Rano (6-9),0,0,0,0,0,0
6565,UPPER APEX,LANG_02,Round-Trip,8.0,apple,Direct,Direct,1,0,0,0,10.0,Logged-Out,No_Program,34.8640483,9,False,1,0,1,6,1,1,2,0,0.0,34.8640483,Short (8-14),1,0,0,1.0,CES,CAJ,Południe (10-13),0,0,0,0,0,0
6566,UPPER VERTEX,LANG_11,Round-Trip,52.0,apple,MetaSearches,MetaSearches,1,0,0,0,20.0,Logged-Out,No_Program,36.391794399999995,53,False,1,0,12,3,0,4,2,0,0.0,36.391794399999995,Advance (31-90),1,0,0,1.0,CAJ,BIJ,Wieczór (18-23),0,0,0,0,0,0
6567,UPPER APEX,LANG_09,Round-Trip,29.0,google,Organic Search,Organic Search,1,0,0,0,13.0,Logged-Out,No_Program,23.6670014,30,False,1,0,10,4,0,4,2,0,0.0,23.6670014,Medium (15-30),1,0,0,1.0,CAJ,BIW,Południe (10-13),0,0,0,0,0,0
6568,UPPER VERTEX,LANG_11,One-Way,63.0,google,MetaSearches,Paid MetaSearches,2,0,0,0,20.0,Logged-Out,No_Program,106.06207050000002,64,False,2,0,2,1,0,1,1,1,0.0,106.06207050000002,Advance (31-90),0,0,0,1.0,CEF,CAJ,Wieczór (18-23),0,0,0,0,0,0
6569,UPPER APEX,LANG_09,Round-Trip,56.0,google,Paid Search,Organic Search,2,0,0,0,8.0,Logged-Out,No_Program,53.2085656,57,False,2,0,1,3,0,1,2,0,0.0,53.2085656,Advance (31-90),0,0,0,1.0,CAJ,BAZ,Rano (6-9),0,0,0,0,0,0
6570,LOWER VERTEX,LANG_02,One-Way,4.0,google,Paid Search,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,31.347277000000005,5,False,1,0,12,1,0,4,1,1,0.0,31.347277000000005,Last Minute (0-7),1,0,0,1.0,CAJ,CES,Wieczór (18-23),0,0,0,0,0,0
6571,NORTH HORIZON,LANG_04,One-Way,1.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,22.0090521,2,False,1,0,2,0,0,1,2,0,0.0,22.0090521,Last Minute (0-7),1,0,0,1.0,CEG,BUS,Południe (10-13),0,0,0,0,0,0
6572,UPPER APEX,LANG_09,Round-Trip,30.0,microsoft,Paid Search,Paid Search,2,0,0,0,14.0,Logged-Out,No_Program,77.9197624,31,False,2,0,2,5,1,1,2,0,0.0,77.9197624,Advance (31-90),0,0,0,1.0,CAJ,BOL,Popołudnie (14-17),0,0,0,0,0,0
6573,SOUTH MERIDIAN,LANG_02,One-Way,97.0,google,Paid Search,Paid Search,2,0,0,0,10.0,Logged-Out,No_Program,48.0976617,98,False,2,0,5,0,0,2,1,1,0.0,48.0976617,Early Bird (90+),0,0,0,1.0,CIL,CAJ,Południe (10-13),0,0,0,0,0,0
